4992460,806,496
4992470,410,998
4992470,1197,809
4992470,1553,237
4992470,1666,876
4992480,71,276
4992480,199,552
4992480,423,507
4992480,528,804
4992480,615,290
4992480,1822,128
4992480,1900,281
4992490,1047,872
4992490,1515,554
4992490,1862,64
4992500,216,716
4992500,817,66
4992500,1426,260
4992510,73,214
4992510,1358,937
4992520,1811,820
4992530,1522,60
4992530,1852,553
4992540,1860,397
4992550,1179,447
4992550,1774,645
4992550,1775,316
4992560,151,218
4992560,300,167
4992560,1288,465
4992560,1749,20
4992570,132,871
4992570,459,654
4992570,672,673
4992570,758,7
4992570,934,781
4992570,936,260
4992570,939,703
4992570,1225,537
4992570,1360,321
4992570,1647,643
4992580,1310,853
4992580,1910,916
4992590,84,82
4992590,240,464
4992590,455,217
4992590,970,758
4992590,1417,276
4992590,1437,130
4992590,1746,292
4992590,1953,60
4992600,488,652
4992600,910,599
4992600,1441,716
4992610,670,562
4992610,946,21
4992610,1089,330
4992610,1325,480
4992610,1897,367
4992620,65,123
4992620,923,251
4992620,1196,535
4992620,1324,918
4992620,1360,888
4992630,641,905
4992630,741,237
4992640,354,406
4992640,503,255
4992640,727,105
4992640,906,31
4992640,1447,181
4992650,1033,719
4992660,293,855
4992660,1109,636
4992660,1279,928
4992660,1583,849
4992660,1992,808
4992670,475,975
4992670,686,566
4992670,1433,699
4992670,1440,804
4992680,992,359
4992680,1641,992
4992680,1706,452
4992690,743,141
4992690,1319,436
4992700,435,714
4992700,669,931
4992700,696,174
4992700,1037,166
4992700,1220,406
4992710,362,918
4992710,468,44
4992710,648,224
4992710,1085,44
4992710,1654,48
4992710,1666,763
4992710,1802,405
4992720,321,168
4992720,1166,431
4992720,1863,809
4992730,745,749
4992730,820,294
4992730,1015,28
4992730,1255,837
4992730,1314,151
4992740,401,611
4992740,1558,862
4992750,148,22
4992750,199,681
4992750,405,704
4992750,589,564
4992750,593,15
4992750,717,826
4992750,963,341
4992750,1312,588
4992760,473,595
4992760,755,529
4992760,1307,227
4992760,1400,396
4992760,1421,748
4992760,1888,867
4992770,684,851
4992770,685,543
4992770,1101,736
4992770,1415,734
4992770,1456,525
4992780,501,390
4992780,609,912
4992780,995,619
4992780,1344,679
4992780,1519,740
4992780,1844,504
4992780,1968,630
4992790,291,594
4992790,331,935
4992790,813,123
4992790,870,60
4992790,1185,367
4992790,1349,213
4992800,463,30
4992800,501,385
4992800,1005,800
4992800,1839,704
4992810,1055,326
4992810,1106,445
4992820,418,832
4992820,470,22
4992820,961,146
4992820,965,771
4992820,1008,492
4992820,1369,224
4992820,1625,46
4992830,332,750
4992830,1195,768
4992830,1697,641
4992840,584,12
4992840,655,257
4992850,53,658
4992850,119,7
4992850,1854,207
4992860,758,378
4992860,1269,705
4992860,1697,959
4992860,1751,428
4992870,720,30
4992870,811,942
4992870,1681,329
4992870,1896,137
4992870,1898,113
4992880,237,446
4992880,754,233
4992880,943,737
4992880,1644,372
4992890,1,962
4992890,583,672
4992890,721,900
4992890,1060,830
4992890,1354,739
4992890,1769,420
4992890,1825,582
4992900,465,230
4992900,852,201
4992900,1820,906
4992910,185,121
4992910,1938,938
4992910,1969,605
4992920,653,679
4992920,1419,365
4992920,1661,210
4992930,239,149
4992930,342,414
4992930,540,6
4992930,982,999
4992930,1275,459
4992930,1486,55
4992940,547,216
4992940,1925,672
4992950,8,183
4992950,96,536
4992950,306,278
4992950,864,597
4992950,1034,363
4992950,1743,218
4992950,1883,991
4992960,292,175
4992960,824,316
4992960,1061,61
4992960,1121,748
4992960,1156,843
4992970,155,1
4992970,1155,340
4992970,1159,155
4992970,1628,525
4992980,350,749
4992980,900,631
4992980,1486,978
4992980,1909,611
4992980,1912,342
4992990,76,682
4992990,530,201
4992990,1093,765
4992990,1276,765
4992990,1835,356
4993000,1011,223
4993000,1421,149
4993000,1464,362
4993000,1542,310
4993000,1597,299
4993000,1635,509
4993000,1938,471
4993010,12,563
4993010,90,156
4993010,252,189
4993010,296,675
4993010,1069,260
4993010,1082,802
4993020,18,934
4993020,337,525
4993020,582,912
4993020,1050,910
4993020,1248,909
4993020,1421,160
4993020,1718,905
4993020,1889,968
4993030,51,249
4993030,670,49
4993030,1466,680
4993040,430,391
4993040,879,575
4993040,1193,533
4993040,1468,250
4993040,1775,676
4993050,469,365
4993050,557,387
4993050,1135,723
4993050,1371,577
4993050,1678,116
4993050,1711,893
4993050,1864,739
4993060,1199,75
4993060,1201,601
4993060,1900,16
4993070,649,908
4993070,1881,260
4993070,1980,75
4993080,65,15
4993080,724,510
4993080,866,831
4993080,1891,397
4993090,169,232
4993090,1115,192
4993090,1303,553
4993090,1899,242
4993090,1905,535
4993100,756,13
4993100,1931,860
4993120,185,138
4993120,1170,486
4993120,1487,683
4993120,1687,424
4993120,1905,161
4993130,540,754
4993130,1931,109
4993140,1085,400
4993140,1137,913
4993140,1281,749
4993150,1088,349
4993150,1181,533
4993150,1228,305
4993150,1286,719
4993150,1395,535
4993160,485,454
4993160,679,687
4993160,1114,802
4993160,1130,698
4993160,1165,478
4993160,1642,678
4993170,112,453
4993170,232,485
4993170,1356,342
4993180,1234,826
4993180,1757,230
4993180,1900,135
4993190,116,249
4993190,371,710
4993190,634,257
4993190,1659,679
4993200,583,734
4993200,861,631
4993200,994,898
4993210,125,569
4993210,473,451
4993210,669,194
4993210,816,102
4993210,1326,489
4993210,1666,234
4993220,1314,648
4993220,1782,635
4993220,1853,321
4993230,270,581
4993230,894,656
4993230,1476,26
4993230,1568,503
4993230,1767,255
4993240,663,220
4993240,1770,161
4993240,1815,540
4993250,923,957
4993250,1106,319
4993250,1486,248
4993250,1570,448
4993260,512,38
4993260,662,132
4993260,1824,514
4993260,1910,447
4993270,39,408
4993280,258,489
4993280,1098,499
4993290,409,199
4993290,1786,111
4993290,1869,70
4993290,1968,836
4993300,174,316
4993310,257,347
4993310,878,895
4993310,887,933
4993310,1140,518
4993310,1155,212
4993320,474,966
4993320,596,800
4993320,941,738
4993320,1143,119
4993320,1234,859
4993330,118,886
4993330,187,950
4993330,859,963
4993330,972,159
4993330,1593,975
4993330,1632,130
4993340,333,325
4993340,1071,697
4993340,1247,929
4993350,764,373
4993350,866,58
4993350,1076,73
4993350,1106,893
4993350,1866,564
4993360,394,624
4993360,480,199
4993370,756,544
4993370,1236,957
4993370,1780,81
4993390,267,341
4993390,465,307
4993390,731,134
4993390,1397,543
4993400,219,978
4993400,352,742
4993410,937,208
4993420,53,878
4993420,356,753
4993420,483,987
4993420,1748,694
4993430,513,216
4993430,816,146
4993430,1106,509
4993430,1117,475
4993430,1468,854
4993440,164,772
4993440,745,819
4993440,1286,1
4993440,1716,757
4993450,409,452
4993450,721,391
4993450,965,106
4993450,1394,370
4993450,1445,335
4993450,1507,619
4993450,1834,386
4993460,691,602
4993460,1621,106
4993460,1915,767
4993470,38,610
4993470,353,658
4993470,1426,287
4993470,1656,372
4993470,1822,888
4993480,363,956
4993480,426,296
4993480,660,831
4993480,714,647
4993480,879,113
4993480,1633,65
4993490,48,791
4993490,735,273
4993490,1033,112
4993490,1067,927
4993490,1217,80
4993490,1516,350
4993500,310,672
4993500,583,713
4993510,555,230
4993510,1422,228
4993520,383,241
4993520,1456,265
4993520,1505,445
4993530,132,319
4993530,765,313
4993530,1104,653
4993530,1828,20
4993530,1829,833
4993540,882,872
4993540,1040,150
4993540,1546,668
4993550,967,947
4993550,1325,921
4993560,272,77
4993560,674,75
4993570,1863,321
4993580,170,270
4993580,174,410
4993580,750,641
4993580,802,70
4993580,1003,75
4993580,1369,129
4993580,1416,604
4993580,1509,581
4993590,66,347
4993590,1539,20
4993590,1652,267
4993600,370,38
4993600,383,189
4993600,536,258
4993600,1425,672
4993600,1855,961
4993610,378,150
4993610,568,802
4993610,722,510
4993610,961,376
4993610,1472,808
4993610,1602,646
4993620,1105,31
4993630,1196,149
4993630,1224,558
4993630,1545,634
4993630,1962,790
4993640,254,156
4993640,901,352
4993640,1122,161
4993640,1948,457
4993650,469,127
4993650,1120,654
4993650,1892,594
4993660,326,984
4993670,799,223
4993670,1646,152
4993670,1916,398
4993670,1973,483
4993680,11,208
4993680,21,676
4993680,494,442
4993680,1080,309
4993690,354,354
4993690,788,997
4993690,955,664
4993690,1348,335
4993690,1393,947
4993690,1400,247
4993690,1440,188
4993700,178,682
4993700,301,145
4993700,537,121
4993700,866,404
4993700,1091,280
4993710,298,907
4993710,355,465
4993710,717,131
4993710,1135,494
4993710,1928,706
4993720,1395,539
4993730,137,112
4993730,426,11
4993730,601,297
4993730,1743,811
4993730,1873,738
4993730,1964,283
4993740,308,353
4993740,450,834
4993740,617,406
4993740,761,583
4993740,1527,216
4993740,1929,389
4993750,172,368
4993750,591,732
4993750,896,151
4993750,994,676
4993750,1700,110
4993760,449,939
4993760,512,176
4993760,570,900
4993760,636,379
4993760,978,558
4993760,1111,93
4993760,1239,59
4993770,617,903
4993770,909,19
4993770,1095,474
4993780,567,892
4993780,1059,10
4993790,25,227
4993800,15,73
4993800,505,852
4993800,615,310
4993800,1038,135
4993810,142,216
4993810,229,419
4993810,734,366
4993810,1367,931
4993810,1412,25
4993820,24,880
4993820,296,30
4993820,585,176
4993820,1690,923
4993830,100,421
4993830,651,664
4993830,1229,445
4993830,1456,272
4993830,1510,220
4993830,1991,331
4993840,1686,432
4993840,1937,350
4993850,1213,104
4993850,1636,902
4993850,1773,536
4993860,118,977
4993860,286,328
4993860,1040,51
4993860,1415,47
4993870,203,347
4993870,223,20
4993870,958,866
4993880,279,740
4993880,289,212
4993880,345,491
4993880,413,152
4993880,659,892
4993880,1108,547
4993880,1771,466
4993880,1868,728
4993890,77,566
4993890,1190,86
4993890,1240,197
4993890,1604,147
4993890,1665,128
4993900,2,791
4993900,354,836
4993900,723,736
4993900,740,174
4993900,1076,585
4993900,1077,770
4993900,1727,567
4993910,82,90
4993910,599,953
4993910,873,403
4993910,1778,549
4993910,1814,485
4993910,1882,457
4993920,107,575
4993920,1539,135
4993930,189,351
4993930,416,384
4993930,873,75
4993930,1053,577
4993930,1120,258
4993930,1686,84
4993940,12,945
4993940,256,878
4993940,578,561
4993940,945,97
4993950,121,87
4993950,1311,690
4993950,1410,944
4993950,1549,868
4993960,1311,57
4993970,217,14
4993970,222,710
4993970,965,2
4993970,1213,883
4993980,1024,470
4993980,1073,158
4993980,1347,168
4993980,1373,646
4993980,1774,274
4993990,187,878
4993990,354,192
4993990,416,908
4993990,552,74
4993990,697,956
4993990,862,520
4994000,509,601
4994000,605,79
4994010,537,568
4994010,669,630
4994010,1041,853
4994010,1406,413
4994010,1420,219
4994020,308,265
4994020,383,90
4994020,1403,365
4994020,1793,901
4994020,1804,392
4994030,906,837
4994030,1877,584
4994040,808,445
4994040,1344,725
4994050,256,456
4994050,422,590
4994050,1595,242
4994050,1749,338
4994050,1793,118
4994050,1839,886
4994060,1179,778
4994070,210,359
4994070,272,271
4994070,1429,197
4994070,1742,109
4994080,426,594
4994080,939,625
4994080,1761,493
4994080,1948,600
4994090,386,216
4994090,518,956
4994090,735,207
4994090,1459,164
4994100,81,371
4994100,164,460
4994100,269,359
4994100,392,450
4994100,507,691
4994100,516,84
4994100,555,978
4994100,1948,137
4994110,114,286
4994110,138,367
4994110,1483,952
4994120,91,542
4994120,940,696
4994120,1025,721
4994120,1453,804
4994130,131,24
4994130,416,48
4994130,607,754
4994140,925,480
4994140,1309,659
4994140,1753,682
4994140,1898,205
4994150,892,934
4994150,894,45
4994150,927,481
4994150,1875,206
4994160,140,904
4994160,264,437
4994160,437,718
4994160,1692,402
4994160,1785,509
4994170,185,107
4994170,869,305
4994170,1715,317
4994180,16,285
4994180,173,649
4994180,363,700
4994180,530,392
4994180,730,13
4994180,1986,906
4994190,185,278
4994190,1266,911
4994200,231,8
4994200,246,374
4994200,1752,164
4994210,322,917
4994210,390,112
4994210,1124,418
4994210,1852,638
4994220,62,516
4994220,142,362
4994220,677,419
4994220,1969,442
4994230,275,89
4994240,318,700
4994240,1775,644
4994250,1221,842
4994250,1707,961
4994260,36,226
4994260,1013,839
4994260,1272,343
4994260,1952,240
4994270,329,826
4994270,1645,495
4994280,108,920
4994280,1042,742
4994290,219,811
4994290,1183,966
4994290,1411,222
4994290,1959,632
4994300,801,834
4994300,1325,402
4994310,78,256
4994310,563,722
4994310,1635,211
4994320,1641,726
4994330,319,485
4994330,1172,461
4994330,1762,790
4994340,63,46
4994340,1248,876
4994340,1286,592
4994340,1384,873
4994350,1335,1
4994360,327,26
4994360,547,266
4994360,908,87
4994370,341,114
4994370,1133,829
4994370,1494,531
4994380,764,613
4994380,1450,992
4994380,1990,696
4994390,75,671
4994390,382,137
4994390,548,822
4994390,902,340
4994390,1416,35
4994390,1534,80
4994400,1548,943
4994410,1437,887
4994420,115,936
4994420,403,74
4994430,1012,292
4994440,740,135
4994440,1826,171
4994450,706,839
4994450,1730,838
4994460,1264,362
4994470,18,67
4994470,274,449
4994470,1200,325
4994470,1506,584
4994470,1549,540
4994480,65,647
4994480,893,421
4994480,1637,786
4994490,597,107
4994490,1482,308
4994490,1534,826
4994490,1625,710
4994500,479,338
4994500,1703,235
4994500,1705,599
4994510,19,440
4994510,773,514
4994510,1753,984
4994510,1947,220
4994520,185,573
4994520,1098,323
4994520,1149,109
4994520,1278,580
4994520,1509,742
4994520,1870,538
4994530,736,112
4994530,1591,555
4994540,295,426
4994540,579,588
4994540,1070,771
4994540,1555,825
4994540,1889,706
4994540,1932,269
4994550,261,954
4994550,468,590
4994550,798,866
4994550,949,647
4994550,975,109
4994550,1298,608
4994560,1053,524
4994560,1113,50
4994560,1263,431
4994560,1290,103
4994560,1423,622
4994560,1459,613
4994570,735,828
4994580,532,767
4994580,957,320
4994580,998,141
4994580,1021,979
4994580,1098,44
4994580,1450,121
4994580,1986,682
4994590,47,192
4994590,195,531
4994590,591,151
4994590,633,726
4994590,1287,167
4994590,1530,35
4994590,1572,82
4994590,1687,907
4994600,435,495
4994600,951,557
4994600,1586,744
4994600,1823,552
4994600,1882,921
4994610,260,601
4994610,300,848
4994610,906,135
4994610,963,999
4994610,1162,885
4994610,1314,22
4994610,1917,7
4994610,1943,621
4994620,207,470
4994620,651,368
4994620,1293,245
4994630,267,263
4994630,688,202
4994630,1050,551
4994630,1095,483
4994630,1623,590
4994630,1763,327
4994630,1764,569
4994630,1943,315
4994640,535,250
4994640,678,382
4994640,1328,330
4994640,1967,666
4994650,423,655
4994650,748,391
4994660,363,399
4994660,1019,361
4994660,1953,835
4994670,451,354
4994670,1262,161
4994670,1500,707
4994670,1640,38
4994680,430,298
4994680,650,558
4994680,1237,637
4994680,1813,827
4994690,257,53
4994690,612,983
4994690,1289,92
4994700,773,543
4994700,821,730
4994700,858,666
4994700,1265,442
4994700,1841,390
4994710,1315,594
4994710,1550,24
4994720,172,477
4994720,1322,132
4994730,429,964
4994730,844,32
4994730,1319,677
4994730,1552,601
4994740,346,219
4994740,795,124
4994740,1155,966
4994750,1162,594
4994750,1232,588
4994750,1247,78
4994760,58,880
4994760,225,222
4994760,1299,806
4994760,1382,475
4994770,514,985
4994770,1161,38
4994770,1311,886
4994770,1691,504
4994780,684,576
4994780,1333,217
4994790,274,643
4994790,539,467
4994790,539,943
4994790,909,884
4994790,1441,238
4994790,1539,188
4994790,1869,302
4994800,495,994
4994800,881,172
4994800,1233,791
4994800,1592,833
4994810,697,958
4994810,1315,56
4994810,1513,702
4994810,1648,548
4994810,1911,466
4994820,163,634
4994820,324,265
4994820,826,976
4994820,1766,505
4994830,261,457
4994830,558,343
4994830,1315,241
4994840,453,402
4994840,783,454
4994840,1149,633
4994840,1288,330
4994850,1951,400
4994860,443,147
4994860,567,89
4994860,891,715
4994860,1261,83
4994870,610,871
4994870,1651,57
4994880,333,70
4994880,904,956
4994880,1540,749
4994880,1621,601
4994880,1738,934
4994890,12,272
4994890,120,430
4994890,334,48
4994890,1045,439
4994890,1995,564
4994900,321,320
4994900,1515,512
4994900,1612,551
4994910,952,848
4994910,1122,810
4994910,1924,999
4994920,483,667
4994920,1108,357
4994920,1110,753
4994930,1356,748
4994930,1523,719
4994930,1956,977
4994940,751,151
4994940,1218,774
4994940,1806,610
4994950,327,891
4994950,1130,393
4994950,1264,944
4994950,1521,163
4994960,219,181
4994960,1289,721
4994960,1495,604
4994960,1631,640
4994970,1133,44
4994970,1439,457
4994970,1840,913
4994980,396,20
4994980,1141,929
4994980,1929,782
4995000,95,25
4995000,1020,82
4995000,1917,683
4995010,275,575
4995010,531,838
4995010,956,285
4995010,1249,34
4995010,1842,42
4995010,1900,479
4995020,251,622
4995020,765,116
4995020,1178,863
4995020,1454,208
4995020,1753,918
4995030,36,43
4995030,376,337
4995030,624,17
4995030,985,618
4995030,994,549
4995030,1580,229
4995040,551,240
4995040,833,166
4995040,1774,15
4995050,92,18
4995050,179,108
4995050,348,270
4995050,489,558
4995060,48,605
4995060,1042,305
4995060,1268,225
4995070,242,165
4995070,928,725
4995070,1810,913
4995070,1855,510
4995080,98,982
4995080,799,70
4995090,488,966
4995090,756,859
4995090,1201,440
4995100,162,621
4995100,1394,133
4995100,1811,477
4995110,1362,566
4995120,353,771
4995120,1108,75
4995120,1247,940
4995120,1500,806
4995130,63,67
4995130,1045,486
4995130,1703,141
4995140,976,849
4995140,1481,330
4995140,1595,78
4995150,1663,823
4995160,35,486
4995160,207,766
4995160,280,733
4995160,301,150
4995160,396,996
4995160,477,855
4995160,1566,951
4995170,244,504
4995170,497,950
4995170,692,406
4995170,750,156
4995180,810,378
4995180,948,555
4995180,1051,19
4995180,1821,335
4995180,1948,132
4995190,1496,419
4995190,1993,82
4995200,432,498
4995200,993,40
4995210,1160,639
4995210,1444,243
4995210,1679,963
4995220,469,869
4995220,986,674
4995220,1904,295
4995230,1,985
4995230,572,226
4995230,819,917
4995230,970,445
4995230,1292,842
4995230,1358,565
4995230,1511,901
4995230,1538,398
4995230,1760,482
4995240,617,652
4995240,819,227
4995240,988,0
4995240,1291,131
4995240,1471,345
4995250,155,307
4995250,847,545
4995250,1641,764
4995260,466,321
4995260,1673,219
4995270,37,149
4995270,116,268
4995270,392,164
4995270,769,363
4995270,906,251
4995270,1421,342
4995270,1743,635
4995280,156,173
4995280,322,991
4995280,1098,107
4995280,1196,811
4995280,1739,632
4995290,38,284
4995290,1074,653
4995290,1740,734
4995290,1825,279
4995300,1127,120
4995300,1217,628
4995300,1789,600
4995310,672,436
4995310,725,849
4995310,941,850
4995310,1104,777
4995310,1121,616
4995310,1126,501
4995310,1354,310
4995310,1388,404
4995310,1837,903
4995310,1895,131
4995320,70,773
4995320,776,964
4995320,951,765
4995320,1423,450
4995330,655,16
4995330,1882,144
4995340,901,739
4995340,1165,453
4995340,1587,950
4995350,1015,474
4995350,1022,124
4995350,1595,616
4995360,785,880
4995370,40,72
4995370,905,581
4995370,1385,125
4995370,1544,438
4995370,1885,381
4995380,510,85
4995380,782,456
4995380,872,444
4995380,1717,867
4995390,143,371
4995390,1044,616
4995390,1066,551
4995400,168,937
4995400,671,54
4995400,1323,14
4995400,1819,15
4995400,1899,280
4995410,58,483
4995410,91,171
4995410,578,299
4995410,637,958
4995420,861,63
4995430,1340,345
4995440,39,389
4995440,998,791
4995440,1197,19
4995440,1608,86
4995450,173,802
4995450,597,323
4995460,2,483
4995460,470,547
4995460,1507,138
4995460,1591,101
4995470,519,283
4995470,725,637
4995470,1021,639
4995470,1552,743
4995470,1814,39
4995480,668,768
4995480,1390,505
4995480,1637,324
4995480,1839,203
4995500,685,843
4995500,1206,932
4995500,1532,797
4995500,1649,353
4995510,37,663
4995510,179,967
4995510,760,73
4995520,1142,517
4995520,1603,685
4995520,1621,121
4995530,530,747
4995530,598,265
4995530,1154,740
4995530,1510,590
4995530,1766,701
4995530,1851,241
4995540,91,538
4995540,506,125
4995540,1134,392
4995540,1142,657
4995550,62,144
4995550,136,668
4995550,242,769
4995560,124,29
4995560,1243,135
4995560,1436,670
4995560,1768,904
4995570,396,10
4995570,764,274
